age,fnlwgt,logfnl,education-num,capital-gain,capital-loss,hours-per-week,workclass,education,marital-status,occupation,relationship,race,sex,native-country,income
38.0,215646.0,5.333741407,9.0,0.0,0.0,40.0,Private,HS-grad,Divorced,Handlers-cleaners,Not-in-family,White,Male,UnitedStates,<=50K
49.0,193366.0,5.286380113,9.0,0.0,0.0,40.0,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States,<=50K
21.0,197200.0,5.294906911,10.0,0.0,0.0,40.0,Private,Some-college,Never-married,Machine-op-inspct,Own-child,White,Male,United-States,<=50K
18.0,226956.0,5.355941669,9.0,0.0,0.0,30.0,Private,HS-grad,Never-married,Other-service,Own-child,White,Female,?,<=50K
47.0,51835.0,4.714623103,15.0,0.0,1902.0,60.0,Private,Prof-school,Married-civ-spouse,Prof-specialty,Wife,White,Female,Honduras,>50K
30.0,59496.0,4.774487768,13.0,2407.0,0.0,40.0,Private,Bachelors,Married-civ-spouse,Sales,Husband,White,Male,United-States,<=50K
48.0,149640.0,5.1750477,9.0,0.0,0.0,40.0,Private,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,Male,United-States,<=50K
28.0,183175.0,5.2628662,10.0,0.0,0.0,40.0,Private,Some-college,Divorced,Adm-clerical,Not-in-family,White,Female,United-States,<=50K
40.0,32214.0,4.508044654,12.0,0.0,0.0,40.0,Private,Assoc-acdm,Married-civ-spouse,Adm-clerical,Husband,White,Male,United-States,<=50K
30.0,117747.0,5.070949851,9.0,0.0,1573.0,35.0,Private,HS-grad,Married-civ-spouse,Sales,Wife,Asian-Pac-Islander,Female,?,<=50K
29.0,115585.0,5.062901477,10.0,0.0,0.0,50.0,Local-gov,Some-college,Never-married,Handlers-cleaners,Not-in-family,White,Male,United-States,<=50K
29.0,103432.0,5.014654922,9.0,0.0,0.0,40.0,Private,HS-grad,Never-married,Craft-repair,Not-in-family,White,Male,United-States,<=50K
56.0,303090.0,5.481571608,10.0,0.0,0.0,50.0,Self-emp-inc,Some-college,Married-civ-spouse,Sales,Husband,White,Male,United-States,<=50K
22.0,102632.0,5.011282792,9.0,0.0,0.0,41.0,Private,HS-grad,Never-married,Craft-repair,Not-in-family,White,Male,United-States,<=50K
