age,fnlwgt,logfnl,education-num,capital-gain,capital-loss,hours-per-week,workclass,education,marital-status,occupation,relationship,race,sex,native-country,income
30.0,141297,5.150132941,13.0,0.0,0.0,40.0,State-gov,Bachelors,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,India,>50K
48.0,265477,5.424026901,12.0,0.0,0.0,40.0,Self-emp-not-inc,Assoc-acdm,Married-civ-spouse,Prof-specialty,Husband,White,Male,United-States,<=50K
25.0,289980,5.462368046,9.0,0.0,0.0,35.0,Private,HS-grad,Never-married,Handlers-cleaners,Not-in-family,White,Male,United-States,<=50K
53.0,144361,5.159449882,9.0,,,38.0,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,?,?,?,United-States,<=50K
29.0,271466,5.433715444,11.0,0.0,0.0,43.0,Private,Assoc-voc,Never-married,Prof-specialty,Not-in-family,White,Male,United-States,<=50K
49.0,191681,5.282579066,10.0,0.0,0.0,50.0,Self-emp-inc,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States,>50K
79.0,124744,5.096019666,10.0,0.0,0.0,20.0,Private,Some-college,Married-civ-spouse,Prof-specialty,Other-relative,White,Male,United-States,<=50K
30.0,117747,5.070949851,9.0,0.0,1573.0,35.0,Private,HS-grad,Married-civ-spouse,Sales,Wife,Asian-Pac-Islander,Female,?,<=50K
47.0,149116,5.173524245,14.0,0.0,0.0,50.0,Self-emp-not-inc,Masters,Never-married,Prof-specialty,Not-in-family,White,Female,United-States,<=50K
20.0,188300,5.27485032,10.0,0.0,0.0,40.0,Private,Some-college,Never-married,Tech-support,Own-child,White,Female,United-States,<=50K
32.0,317660,5.501962532,9.0,7688.0,0.0,40.0,Self-emp-inc,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States,>50K
49.0,197371,5.295283342,11.0,0.0,0.0,40.0,Local-gov,Assoc-voc,Married-civ-spouse,Craft-repair,Husband,Black,Male,United-States,>50K
55.0,247552,5.393666439,10.0,0.0,0.0,56.0,Private,Some-college,Married-civ-spouse,Sales,Husband,White,Male,United-States,<=50K
22.0,102632,5.011282792,9.0,0.0,0.0,41.0,Private,HS-grad,Never-married,Craft-repair,Not-in-family,White,Male,United-States,<=50K
38.0,120985,5.082731529,9.0,4386.0,0.0,35.0,Self-emp-not-inc,HS-grad,Married-civ-spouse,Craft-repair,Husband,?,Male,United-States,<=50K
27.0,232782,5.366949395,10.0,0.0,0.0,40.0,Private,Some-college,Never-married,Sales,Own-child,White,Female,United-States,<=50K
19.0,316868,5.500878383,10.0,0.0,0.0,30.0,Private,Some-college,Never-married,Other-service,Own-child,White,Male,Mexico,<=50K
71.0,494223,5.693922953,10.0,0.0,1816.0,2.0,Self-emp-not-inc,Some-college,Separated,Sales,Unmarried,Black,Male,United-States,<=50K
68.0,38317,4.583391499,2.0,0.0,0.0,20.0,?,1st-4th,Divorced,?,Not-in-family,White,Female,United-States,<=50K
27.0,253814,5.404515573,9.0,0.0,0.0,25.0,Private,HS-grad,,Sales,Unmarried,White,Female,United-States,<=50K
33.0,37274,4.571406001,13.0,0.0,0.0,65.0,Private,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,United-States,<=50K
41.0,130760,5.116474912,,0.0,0.0,24.0,Federal-gov,?,?,Tech-support,Husband,White,Male,United-States,<=50K
24.0,32921,4.517473019,,0.0,0.0,40.0,Self-emp-not-inc,?,?,Sales,Not-in-family,White,Male,United-States,<=50K
33.0,110978,5.045236894,10.0,0.0,0.0,40.0,Private,Some-college,Divorced,Craft-repair,Other-relative,Other,Female,United-States,<=50K
42.0,390781,5.59193344,13.0,0.0,0.0,40.0,Private,Bachelors,Married-civ-spouse,Adm-clerical,Wife,Black,Female,United-States,<=50K
19.0,27382,4.437465166,10.0,0.0,0.0,40.0,Local-gov,Some-college,Never-married,Adm-clerical,Own-child,White,Male,United-States,<=50K
20.0,117789,5.071104735,9.0,0.0,0.0,40.0,Private,HS-grad,Never-married,Other-service,Own-child,White,Female,United-States,<=50K
50.0,204518,5.310731537,4.0,0.0,0.0,40.0,Private,7th-8th,Divorced,Craft-repair,Not-in-family,White,Male,United-States,<=50K
50.0,30653,4.486472985,14.0,2407.0,0.0,,Self-emp-not-inc,Masters,Married-civ-spouse,Farming-fishing,Husband,White,Male,United-States,<=50K
21.0,205759,5.313358841,9.0,0.0,0.0,40.0,Private,HS-grad,Never-married,Handlers-cleaners,Own-child,White,Male,United-States,<=50K
29.0,220419,5.343249028,13.0,0.0,0.0,56.0,Local-gov,Bachelors,Never-married,Protective-serv,Not-in-family,White,Male,United-States,<=50K
35.0,186110,5.269769709,9.0,0.0,0.0,45.0,Private,HS-grad,Divorced,Transport-moving,Not-in-family,White,Male,United-States,<=50K
17.0,270942,5.432876332,3.0,0.0,0.0,48.0,Private,5th-6th,Never-married,Other-service,Other-relative,White,Male,Mexico,<=50K
17.0,89821,4.953377886,7.0,0.0,0.0,10.0,Private,11th,Never-married,Other-service,Own-child,White,Male,United-States,<=50K
45.0,256649,5.409339576,9.0,0.0,0.0,40.0,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,Black,Male,United-States,<=50K
44.0,160323,5.204995831,9.0,0.0,0.0,40.0,Private,HS-grad,Never-married,Craft-repair,Not-in-family,Black,Male,United-States,<=50K
46.0,277946,5.443960428,12.0,0.0,0.0,40.0,Self-emp-not-inc,Assoc-acdm,Separated,Craft-repair,Not-in-family,White,Male,United-States,<=50K
25.0,86872,4.93887982,13.0,0.0,0.0,55.0,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States,>50K
28.0,108574,5.035725838,10.0,0.0,0.0,40.0,Private,Some-college,Never-married,Other-service,Not-in-family,White,Female,United-States,<=50K
34.0,227689,5.35734205,11.0,0.0,0.0,64.0,Private,Assoc-voc,Divorced,Tech-support,Not-in-family,White,Female,United-States,<=50K
46.0,317253,5.501405738,9.0,0.0,0.0,25.0,Self-emp-not-inc,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States,<=50K
28.0,123147,5.090423836,10.0,0.0,1887.0,40.0,?,Some-college,Married-civ-spouse,?,Wife,White,Female,United-States,>50K
51.0,56915,4.75522674,9.0,0.0,0.0,40.0,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,,Male,United-States,<=50K
50.0,193374,5.286398081,2.0,0.0,0.0,40.0,Private,1st-4th,,Craft-repair,Unmarried,White,Male,United-States,<=50K
38.0,33983,4.531261715,10.0,0.0,0.0,40.0,Private,Some-college,Married-civ-spouse,Transport-moving,Husband,White,Male,United-States,<=50K
60.0,201965,5.305276114,10.0,0.0,0.0,40.0,Private,Some-college,Never-married,Prof-specialty,Unmarried,White,Male,United-States,>50K
46.0,279196,5.445909192,13.0,0.0,0.0,40.0,Private,Bachelors,Never-married,Craft-repair,Not-in-family,White,Female,United-States,<=50K
25.0,189775,5.278239,10.0,0.0,0.0,20.0,Private,Some-college,,Adm-clerical,Own-child,Black,Female,United-States,<=50K
25.0,181054,5.257808124,13.0,0.0,0.0,40.0,Private,Bachelors,Never-married,Sales,Not-in-family,White,Female,United-States,<=50K
44.0,109339,5.038775098,7.0,0.0,0.0,46.0,Private,11th,Divorced,Machine-op-inspct,Unmarried,Other,Female,Puerto-Rico,<=50K
26.0,108658,5.036061707,9.0,0.0,0.0,40.0,Private,HS-grad,Never-married,Machine-op-inspct,Not-in-family,White,Male,United-States,<=50K
36.0,197202,5.294911315,9.0,0.0,0.0,40.0,Private,HS-grad,Married-civ-spouse,Other-service,Husband,Black,Male,United-States,<=50K
41.0,101739,5.007487465,12.0,0.0,0.0,50.0,Private,Assoc-acdm,Married-civ-spouse,Exec-managerial,Wife,White,Female,United-States,>50K
39.0,207853,5.317756297,8.0,0.0,0.0,50.0,Local-gov,12th,Married-civ-spouse,Tech-support,Husband,White,Male,United-States,<=50K
52.0,334273,5.524101299,13.0,0.0,0.0,60.0,Self-emp-not-inc,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,United-States,>50K
27.0,181659,5.259256919,9.0,0.0,0.0,40.0,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,United-States,<=50K
57.0,103948,5.016816138,13.0,0.0,0.0,80.0,Self-emp-inc,Bachelors,Divorced,Prof-specialty,Not-in-family,White,Male,United-States,<=50K
31.0,168387,5.22630856,13.0,7688.0,0.0,40.0,Private,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,Canada,>50K
42.0,214242,5.330904614,15.0,0.0,1902.0,50.0,Self-emp-not-inc,Prof-school,Married-civ-spouse,Prof-specialty,Husband,White,Male,United-States,>50K
19.0,217039,5.33653778,10.0,0.0,0.0,28.0,Private,Some-college,Never-married,Adm-clerical,Own-child,White,Male,United-States,<=50K
35.0,194404,5.288705197,12.0,0.0,0.0,40.0,Self-emp-not-inc,Assoc-acdm,Never-married,Farming-fishing,Not-in-family,White,Male,United-States,<=50K
24.0,247564,5.393687491,9.0,0.0,0.0,40.0,Private,HS-grad,Never-married,Craft-repair,Not-in-family,White,Male,United-States,<=50K
39.0,207824,5.317695699,9.0,0.0,0.0,60.0,Private,HS-grad,Never-married,Handlers-cleaners,Own-child,White,Male,United-States,<=50K
47.0,241832,5.383513768,5.0,0.0,0.0,40.0,Private,,,Handlers-cleaners,Unmarried,White,Male,El-Salvador,<=50K
38.0,267556,5.427414695,9.0,0.0,0.0,64.0,Self-emp-not-inc,HS-grad,Married-civ-spouse,Sales,Husband,White,Male,United-States,<=50K
19.0,262601,5.419296376,9.0,0.0,0.0,14.0,Private,HS-grad,Never-married,Other-service,Own-child,White,Female,United-States,<=50K
21.0,160968,5.206739548,10.0,0.0,0.0,40.0,Private,Some-college,Never-married,Handlers-cleaners,Own-child,White,Male,United-States,<=50K
71.0,78277,4.893634173,9.0,0.0,0.0,15.0,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States,<=50K
24.0,556660,5.745590015,9.0,4101.0,0.0,50.0,Private,HS-grad,Never-married,Exec-managerial,Other-relative,White,Male,United-States,<=50K
27.0,288341,5.4599064,9.0,0.0,0.0,32.0,Private,HS-grad,Never-married,Machine-op-inspct,Own-child,White,Female,United-States,<=50K
43.0,194360,5.28860689,14.0,0.0,0.0,38.0,Local-gov,Masters,Never-married,Prof-specialty,Not-in-family,White,Male,United-States,<=50K
20.0,81145,4.909261765,10.0,0.0,0.0,25.0,Private,Some-college,Never-married,Sales,Not-in-family,White,Female,United-States,<=50K
24.0,172146,5.235896936,5.0,0.0,1721.0,40.0,Private,,Never-married,Machine-op-inspct,Not-in-family,White,Male,United-States,<=50K
17.0,368700,5.566673138,7.0,0.0,0.0,10.0,Self-emp-not-inc,11th,Never-married,Farming-fishing,Own-child,White,Male,United-States,<=50K
23.0,430828,5.634303921,10.0,0.0,0.0,40.0,Local-gov,Some-college,Separated,Exec-managerial,Unmarried,Black,Male,United-States,<=50K
33.0,194141,5.288117262,9.0,0.0,0.0,40.0,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,United-States,<=50K
55.0,197422,5.295395547,9.0,7688.0,0.0,40.0,Private,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,Male,United-States,>50K
39.0,48093,4.682081869,9.0,0.0,0.0,40.0,Private,HS-grad,Never-married,Handlers-cleaners,Not-in-family,White,Male,United-States,<=50K
37.0,327323,5.514976523,3.0,0.0,0.0,32.0,Private,5th-6th,Separated,Farming-fishing,Not-in-family,White,Male,Guatemala,<=50K
31.0,51471,4.711562606,9.0,0.0,0.0,38.0,Private,HS-grad,Divorced,Adm-clerical,Unmarried,White,Female,United-States,<=50K
47.0,93208,4.969453189,9.0,0.0,0.0,75.0,Self-emp-not-inc,HS-grad,Married-civ-spouse,Other-service,Wife,White,Female,Italy,<=50K
62.0,174355,5.241434406,9.0,0.0,0.0,40.0,Private,HS-grad,Widowed,Other-service,Not-in-family,White,Female,United-States,<=50K
51.0,146813,5.166764513,10.0,0.0,0.0,40.0,Private,Some-college,Married-civ-spouse,Prof-specialty,Husband,White,Male,United-States,>50K
