age,fnlwgt,logfnl,education-num,capital-gain,capital-loss,hours-per-week,workclass,education,marital-status,occupation,relationship,race,sex,native-country,income
,338409.0,5.529441905,13.0,0.0,0.0,40.0,Private,Bachelors,Married-civ-spouse,Prof-specialty,Wife,Black,Female,Cuba,<=50K
52.0,209642.0,5.321478294,9.0,0.0,0.0,45.0,Self-emp-not-inc,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States,>50K
42.0,159449.0,5.2026218,13.0,5178.0,0.0,40.0,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States,>50K
37.0,280464.0,5.447877124,10.0,0.0,0.0,80.0,Private,Some-college,Married-civ-spouse,Exec-managerial,Husband,Asian-Pac,Male,United-States,>50K
23.0,122272.0,5.087327016,13.0,0.0,0.0,30.0,Private,Bachelors,Never-married,Adm-clerical,Own-child,White,Female,United-States,<=50K
32.0,186824.0,5.271432666,9.0,0.0,0.0,40.0,Private,HS-grad,Never-married,Machine-op-inspct,Unmarried,Whitess,Male,United-States,<=50K
25.0,289980.0,5.462368046,9.0,0.0,0.0,35.0,Private,HS-grad,Never-married,Handlers-cleaners,Not-in-family,White,Male,United-States,<=50K
29.0,271466.0,5.433715444,11.0,0.0,0.0,43.0,Private,Assoc-voc,Never-married,Prof-specialty,Not-in-family,White,Male,United-States,<=50K
29.0,105598.0,5.023655693,10.0,0.0,0.0,58.0,Private,Some-college,Divorced,Tech-support,Not-in-family,White,Male,United-States,<=50K
49.0,191681.0,5.282579066,10.0,0.0,0.0,50.0,Self-emp-inc,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States,>50K
27.0,213921.0,5.33025342,9.0,0.0,0.0,40.0,Private,HS-grad,Never-married,Other-service,Own-child,White,Male,Mexico,<=50K
31.0,125927.0,5.100118857,4.0,0.0,0.0,40.0,Local-gov,7th-8th,Married-civ-spouse,Farming-fishing,Husband,White,Male,United-States,<=50K
59.0,159937.0,5.203948946,9.0,0.0,0.0,48.0,Private,HS-grad,Married-civ-spouse,Sales,Husband,White,Male,United-States,<=50K
30.0,54334.0,4.735071678,5.0,0.0,0.0,40.0,Private,,Never-married,Sales,Not-in-family,White,Male,United-States,<=50K
30.0,117747.0,5.070949851,9.0,0.0,1573.0,35.0,Private,HS-grad,Married-civ-spouse,Sales,Wife,Asian-Pac-Islander,Female,?,<=50K
48.0,191277.0,5.281662752,16.0,0.0,1902.0,60.0,Self-emp-not-inc,Doctorate,Married-civ-spouse,Prof-specialty,Husband,White,Male,United-States,>50K
48.0,171095.0,5.233237318,12.0,0.0,0.0,40.0,Private,Assoc-acdm,Divorced,Exec-managerial,Unmarried,White,Female,England,<=50K
17.0,304873.0,5.484118964,6.0,34095.0,0.0,32.0,?,10th,Never-married,?,Own-child,White,Female,United-States,<=50K
30.0,194901.0,5.289814067,7.0,0.0,0.0,40.0,Private,11th,Never-married,Handlers-cleaners,Own-child,White,Male,United-States,<=50K
38.0,65324.0,4.81507277,15.0,0.0,0.0,40.0,Private,Prof-school,Married-civ-spouse,Prof-specialty,Husband,White,Male,United-States,>50K
40.0,118853.0,5.075010148,13.0,0.0,0.0,60.0,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States,<=50K
29.0,267989.0,5.428116968,13.0,0.0,0.0,50.0,State-gov,?,Married-civ-spouse,Prof-specialty,Husband,White,Male,United-States,>50K
44.0,181344.0,5.258503191,10.0,0.0,0.0,38.0,Local-gov,Some-college,Married-civ-spouse,Exec-managerial,Husband,Black,Male,United-States,>50K
41.0,143129.0,5.155727637,13.0,0.0,0.0,40.0,Self-emp-not-inc,Bachelors,Divorced,Exec-managerial,Not-in-family,White,Female,United-States,<=50K
31.0,197860.0,5.296358005,10.0,0.0,0.0,40.0,Private,Some-college,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,United-States,<=50K
18.0,243313.0,5.386165314,9.0,0.0,0.0,40.0,Private,HS-grad,Never-married,Sales,Own-child,White,Female,United-States,<=50K
33.0,110978.0,5.045236894,10.0,0.0,0.0,40.0,Private,Some-college,Divorced,Craft-repair,Other-relative,Other,Female,United-States,<=50K
28.0,,,,0.0,0.0,55.0,?,?,?,?,?,White,Male,United-States,>50K
59.0,,,,0.0,0.0,40.0,?,?,?,?,?,White,Male,United-States,<=50K
38.0,179488.0,5.254035418,10.0,0.0,1741.0,40.0,Private,Some-college,Divorced,Craft-repair,Not-in-family,White,Male,United-States,<=50K
40.0,207578.0,5.317181323,12.0,0.0,1977.0,60.0,Private,Assoc-acdm,Married-civ-spouse,Tech-support,Husband,White,Male,United-States,>50K
59.0,171328.0,5.233828345,6.0,0.0,0.0,30.0,Local-gov,10th,Widowed,Other-service,Unmarried,Black,Female,United-States,<=50K
