userId,venueId,venueCategoryId,venueCategory,latitude,longitude,timezoneOffset,utcTimestamp
65,4d66b1ef84f28cfa548a6e69,4bf58dd8d48988d153941735,Burrito Place,40.80494,-73.992149,-240,Tue Apr 03 20:09:55 +0000 2012
65,4b1f3784f964a520ec2424e3,4bf58dd8d48988d16c941735,Burger Joint,40.7385593,-74.03072834,-240,Wed Apr 04 03:23:40 +0000 2012
65,4cc24bac4fcfbfb79547bd24,4bf58dd8d48988d103941735,Home (private),40.76597116,-74.16509908,-240,Wed Apr 04 04:08:40 +0000 2012
65,4ecff249cc219860f6e38ee7,4bf58dd8d48988d1ff941735,Miscellaneous Shop,40.78286148,-74.02083452,-240,Wed Apr 04 15:57:05 +0000 2012
65,49b7ed6df964a52030531fe3,4bf58dd8d48988d164941735,Plaza,40.75648987,-73.98626804,-240,Wed Apr 04 18:57:31 +0000 2012
65,3fd66200f964a520bce71ee3,4bf58dd8d48988d16b941735,Brazilian Restaurant,40.76214678,-73.98757985,-240,Wed Apr 04 21:38:09 +0000 2012
65,49ed0f3ef964a520c5671fe3,4bf58dd8d48988d1c9941735,Ice Cream Shop,40.73802277,-74.03064251,-240,Wed Apr 04 23:44:25 +0000 2012
65,507ec3fc3d7c9d76543be4bd,4bf58dd8d48988d10a951735,Bank,40.7724192,-74.18476721,-240,Fri Apr 06 13:12:10 +0000 2012
65,4b4fc6ebf964a520041527e3,4bf58dd8d48988d1e0931735,Coffee Shop,40.77921339,-74.01581943,-240,Fri Apr 06 13:49:48 +0000 2012
65,4d66b1ef84f28cfa548a6e69,4bf58dd8d48988d153941735,Burrito Place,40.80494,-73.992149,-240,Fri Apr 06 14:05:29 +0000 2012
65,507ec3fc3d7c9d76543be4bd,4bf58dd8d48988d10a951735,Bank,40.7724192,-74.18476721,-240,Sat Apr 07 13:29:18 +0000 2012
65,4b4fc6ebf964a520041527e3,4bf58dd8d48988d1e0931735,Coffee Shop,40.77921339,-74.01581943,-240,Sat Apr 07 14:02:47 +0000 2012
65,4d66b1ef84f28cfa548a6e69,4bf58dd8d48988d153941735,Burrito Place,40.80494,-73.992149,-240,Sat Apr 07 14:31:15 +0000 2012
65,4c4e05751b8e1b8df8808426,4bf58dd8d48988d1fe941735,Music Store,40.77214109,-74.02956757,-240,Sat Apr 07 20:24:12 +0000 2012
65,4cc24bac4fcfbfb79547bd24,4bf58dd8d48988d103941735,Home (private),40.76597116,-74.16509908,-240,Sat Apr 07 20:58:35 +0000 2012
458,4ca264431ee76dcb0d32f0dd,4bf58dd8d48988d19f941735,College Academic Building,40.69684128,-73.98717238,-240,Tue Apr 03 18:34:10 +0000 2012
458,4b298573f964a52050a024e3,4bf58dd8d48988d1ae941735,University,40.69541297,-73.98732159,-240,Tue Apr 03 18:42:32 +0000 2012
458,4ba62142f964a520b43539e3,4bf58dd8d48988d163941735,Park,40.69594185,-73.99039194,-240,Tue Apr 03 20:27:35 +0000 2012
458,4b3a1855f964a520026125e3,4bf58dd8d48988d1fd931735,Subway,40.69147465,-73.98738384,-240,Tue Apr 03 21:27:43 +0000 2012
458,4a4d10fbf964a52082ad1fe3,4bf58dd8d48988d1fd931735,Subway,40.67837611,-73.90339851,-240,Tue Apr 03 21:48:45 +0000 2012
458,4f69fed7e4b0316cb9aba961,4d954b0ea243a5684a65b473,Convenience Store,40.66498815,-73.90531083,-240,Tue Apr 03 21:55:05 +0000 2012
458,4e575fe418a802f9c8b815d1,4bf58dd8d48988d161941735,Other Great Outdoors,40.64250711,-73.88739669,-240,Tue Apr 03 22:05:19 +0000 2012
458,4f22f0f74fc6336aa218efc0,4bf58dd8d48988d110941735,Italian Restaurant,40.67310342,-73.96270752,-240,Wed Apr 04 04:04:10 +0000 2012
458,4ece0345e5faa5ec00155e84,4d954b06a243a5684965b473,Residential Building (Apartment / Condo),40.6956097,-73.97259943,-240,Wed Apr 04 04:18:30 +0000 2012
458,4a2aebabf964a5206e961fe3,4bf58dd8d48988d146941735,Deli / Bodega,40.693233,-73.971806,-240,Wed Apr 04 06:38:35 +0000 2012
458,4c37a2be2c8020a1d6658900,4bf58dd8d48988d113951735,Gas Station / Garage,40.68377534,-73.96766446,-240,Wed Apr 04 06:41:57 +0000 2012
458,49eb98b1f964a520fa661fe3,4bf58dd8d48988d1e0931735,Coffee Shop,40.6798674,-73.96423214,-240,Wed Apr 04 06:46:18 +0000 2012
458,4d3faf69aae1b1f70d1680f5,4bf58dd8d48988d14f941735,Southern / Soul Food Restaurant,40.65612312,-73.91497345,-240,Wed Apr 04 06:55:57 +0000 2012
458,4ee5295c9adf398200319470,4d954b16a243a5684b65b473,Rest Area,40.64244029,-73.88737372,-240,Wed Apr 04 12:57:25 +0000 2012
458,4a4d10fbf964a52082ad1fe3,4bf58dd8d48988d1fd931735,Subway,40.67837611,-73.90339851,-240,Wed Apr 04 14:24:06 +0000 2012
481,4b2dab71f964a52037da24e3,4bf58dd8d48988d130941735,Building,40.782936,-73.949914,-240,Wed Apr 04 14:16:44 +0000 2012
481,4b5e495cf964a520ce8729e3,4bf58dd8d48988d130941735,Building,40.77911328,-73.94782737,-240,Wed Apr 04 15:28:03 +0000 2012
481,4d4229bab0c35481ad68ddf1,4bf58dd8d48988d130941735,Building,40.77966403,-73.95498276,-240,Wed Apr 04 15:28:30 +0000 2012
481,4b8f26caf964a520504b33e3,4bf58dd8d48988d146941735,Deli / Bodega,40.74321607,-74.00014213,-240,Wed Apr 04 18:29:26 +0000 2012
481,4afcad9ff964a520052522e3,4bf58dd8d48988d118951735,Food & Drink Shop,40.79515941,-73.93096768,-240,Sat Apr 07 16:04:45 +0000 2012
481,4c632e20de1b2d7fc92ee470,4bf58dd8d48988d130941735,Building,40.79040388,-73.93980815,-240,Sat Apr 07 16:04:57 +0000 2012
481,4e457e2ea809fb2fa3de1481,4bf58dd8d48988d130941735,Building,40.74768839,-73.9827705,-240,Mon Apr 09 14:59:30 +0000 2012
481,4c2ec64f7cc0c9b644beea9a,4bf58dd8d48988d130941735,Building,40.76294757,-73.96349172,-240,Mon Apr 09 20:15:04 +0000 2012
481,4c410470ff711b8dbf5d1105,4f2a25ac4b909258e854f55f,Neighborhood,40.63004223,-74.02755361,-240,Wed Apr 11 01:23:41 +0000 2012
481,4d7295b8d145a1cda311b7f3,4bf58dd8d48988d1ff941735,Miscellaneous Shop,40.743831,-73.999587,-240,Wed Apr 11 17:01:26 +0000 2012
481,4e9749868231e0b8aed4e97f,4d4b7105d754a06374d81259,Food,40.631344,-74.023161,-240,Fri Apr 13 12:07:18 +0000 2012
481,4c410470ff711b8dbf5d1105,4f2a25ac4b909258e854f55f,Neighborhood,40.63003301,-74.02723803,-240,Fri Apr 13 12:07:36 +0000 2012
481,4dfa70232271faf21fef862e,4bf58dd8d48988d130941735,Building,40.74320844,-74.0001823,-240,Fri Apr 13 17:13:44 +0000 2012
481,4d7295b8d145a1cda311b7f3,4bf58dd8d48988d1ff941735,Miscellaneous Shop,40.743831,-73.999587,-240,Fri Apr 13 17:13:55 +0000 2012
481,4c0d2811b1b676b01a26e086,4bf58dd8d48988d124951735,Automotive Shop,40.6520627,-74.00796946,-240,Sat Apr 14 12:21:14 +0000 2012
472,4f984ef3e4b0a6559c7cc3c4,4d954b06a243a5684965b473,Residential Building (Apartment / Condo),40.7984262,-73.96144836,-240,Thu May 03 12:31:42 +0000 2012
472,4f983973e4b00d95b76ef28a,4d954b06a243a5684965b473,Residential Building (Apartment / Condo),40.79849721,-73.96146558,-240,Thu May 03 14:03:30 +0000 2012
472,3fd66200f964a52006e81ee3,4bf58dd8d48988d116941735,Bar,40.74163206,-73.97837698,-240,Thu May 03 18:22:07 +0000 2012
472,4b7f5a61f964a520762930e3,4bf58dd8d48988d1a3941735,College Academic Building,40.71001771,-74.006839,-240,Thu May 03 19:59:17 +0000 2012
472,4528a216f964a520173b1fe3,4bf58dd8d48988d1fd941735,Mall,40.73405558,-73.87084723,-240,Thu May 03 21:54:44 +0000 2012
472,4f9762a7e4b0f20f8d70fd6b,4bf58dd8d48988d103941735,Home (private),40.65635876,-73.74190168,-240,Fri May 04 01:40:55 +0000 2012
472,4e723af48998183ccf268244,4bf58dd8d48988d1fe931735,Bus Station,40.65753498,-73.73591119,-240,Fri May 04 11:03:17 +0000 2012
472,4cf15597899c6ea8f1f1efc1,4bf58dd8d48988d1f9931735,Road,40.75732058,-73.98983527,-240,Fri May 04 13:01:10 +0000 2012
472,4b294004f964a520b59b24e3,4bf58dd8d48988d118951735,Food & Drink Shop,40.788467,-73.976793,-240,Fri May 04 18:26:56 +0000 2012
472,4ba61633f964a5209d3239e3,4bf58dd8d48988d17f941735,Movie Theater,40.66351713,-73.72697353,-240,Sat May 05 00:55:08 +0000 2012
